Sun,1.989E+30,0,0,0,0,695700
Mercury,3.3E+23,57900000000,0,0,47400,4879
Venus,4.89E+24,1.082E+11,0,0,35000,12104
Earth,5.97E+24,1.496E+11,0,0,29800,12756
Mars,6.42E+23,2.279E+11,0,0,24100,6792
