45529448847.391632,29.989031915446716
41694650026.754784,31.020355946682184
38249900506.444717,31.994384198404607
34433212105.407158,33.025708229640074
31011967221.871971,33.99973648136247
27420541813.278847,34.97376473308486
23857687026.863277,36.00508876432036
20335331595.870049,36.97911701604275
16691286031.899321,38.01044104727825
13494547784.874256,38.984469299000644
10085649048.433781,40.01579333023611
7222665934.0224266,40.98982158195853
1504898386.1622875,42.021145613194
285084273.78539521,42.995173864916396
65719236.941455908,44.026497896151895
939628346.90301096,45.00052614787429
2802405028.251049,45.97455439959668
5344777339.0431261,47.00587843083218
8308259649.614253,47.97990668255457
11525741544.65185,49.01123071379004
